Training: 2025-11-30 20:06:15,001-rank_id: 0
Training: 2025-12-01 00:07:30,534-Speed 1090.32 samples/sec   Loss 2.7385 target_logit_mean 0.0002 lma 0.6770  cos_theta_tmp 0.7509  Epoch: 2   Global Step: 37800   Required: 36 hours
Training: 2025-12-01 00:07:48,117-Speed 1092.02 samples/sec   Loss 2.7150 target_logit_mean 0.0002 lma 0.6896  cos_theta_tmp 0.7576  Epoch: 2   Global Step: 37850   Required: 36 hours
Training: 2025-12-01 00:08:05,670-Speed 1093.86 samples/sec   Loss 2.7601 target_logit_mean 0.0027 lma 0.6795  cos_theta_tmp 0.7535  Epoch: 2   Global Step: 37900   Required: 36 hours
Training: 2025-12-01 00:08:23,257-Speed 1091.76 samples/sec   Loss 2.7462 target_logit_mean -0.0002 lma 0.6906  cos_theta_tmp 0.7561  Epoch: 2   Global Step: 37950   Required: 36 hours
Training: 2025-12-01 00:08:40,865-Speed 1090.48 samples/sec   Loss 2.7521 target_logit_mean -0.0000 lma 0.6849  cos_theta_tmp 0.7516  Epoch: 2   Global Step: 38000   Required: 36 hours
Training: 2025-12-01 00:08:58,479-Speed 1090.10 samples/sec   Loss 2.6867 target_logit_mean -0.0010 lma 0.6875  cos_theta_tmp 0.7560  Epoch: 2   Global Step: 38050   Required: 36 hours
Training: 2025-12-01 00:09:16,130-Speed 1087.80 samples/sec   Loss 2.6996 target_logit_mean 0.0021 lma 0.6782  cos_theta_tmp 0.7499  Epoch: 2   Global Step: 38100   Required: 36 hours
Training: 2025-12-01 00:09:33,732-Speed 1090.79 samples/sec   Loss 2.6585 target_logit_mean -0.0010 lma 0.6863  cos_theta_tmp 0.7574  Epoch: 2   Global Step: 38150   Required: 36 hours
Training: 2025-12-01 00:09:51,206-Speed 1098.85 samples/sec   Loss 2.7390 target_logit_mean -0.0001 lma 0.6855  cos_theta_tmp 0.7567  Epoch: 2   Global Step: 38200   Required: 36 hours
Training: 2025-12-01 00:10:08,731-Speed 1095.61 samples/sec   Loss 2.8036 target_logit_mean -0.0033 lma 0.6760  cos_theta_tmp 0.7451  Epoch: 2   Global Step: 38250   Required: 36 hours
Training: 2025-12-01 00:10:26,157-Speed 1101.81 samples/sec   Loss 2.7112 target_logit_mean -0.0000 lma 0.6909  cos_theta_tmp 0.7634  Epoch: 2   Global Step: 38300   Required: 36 hours
Training: 2025-12-01 00:10:43,582-Speed 1101.96 samples/sec   Loss 2.7695 target_logit_mean -0.0013 lma 0.6753  cos_theta_tmp 0.7534  Epoch: 2   Global Step: 38350   Required: 36 hours
Training: 2025-12-01 00:11:01,011-Speed 1101.62 samples/sec   Loss 2.7193 target_logit_mean 0.0017 lma 0.6886  cos_theta_tmp 0.7627  Epoch: 2   Global Step: 38400   Required: 36 hours
Training: 2025-12-01 00:11:18,437-Speed 1101.82 samples/sec   Loss 2.7217 target_logit_mean 0.0012 lma 0.6872  cos_theta_tmp 0.7600  Epoch: 2   Global Step: 38450   Required: 36 hours
Training: 2025-12-01 00:11:35,887-Speed 1100.35 samples/sec   Loss 2.7446 target_logit_mean -0.0004 lma 0.6718  cos_theta_tmp 0.7447  Epoch: 2   Global Step: 38500   Required: 36 hours
Training: 2025-12-01 00:11:53,495-Speed 1090.44 samples/sec   Loss 2.7211 target_logit_mean -0.0019 lma 0.6910  cos_theta_tmp 0.7533  Epoch: 2   Global Step: 38550   Required: 36 hours
Training: 2025-12-01 00:12:11,010-Speed 1096.27 samples/sec   Loss 2.7601 target_logit_mean 0.0018 lma 0.6704  cos_theta_tmp 0.7515  Epoch: 2   Global Step: 38600   Required: 36 hours
Training: 2025-12-01 00:12:28,680-Speed 1086.61 samples/sec   Loss 2.7005 target_logit_mean 0.0019 lma 0.6724  cos_theta_tmp 0.7440  Epoch: 2   Global Step: 38650   Required: 36 hours
Training: 2025-12-01 00:12:46,274-Speed 1091.30 samples/sec   Loss 2.7168 target_logit_mean 0.0018 lma 0.6777  cos_theta_tmp 0.7561  Epoch: 2   Global Step: 38700   Required: 36 hours
Training: 2025-12-01 00:13:03,887-Speed 1090.16 samples/sec   Loss 2.7584 target_logit_mean 0.0004 lma 0.6794  cos_theta_tmp 0.7565  Epoch: 2   Global Step: 38750   Required: 36 hours
Training: 2025-12-01 00:13:21,324-Speed 1101.16 samples/sec   Loss 2.7062 target_logit_mean 0.0011 lma 0.6802  cos_theta_tmp 0.7528  Epoch: 2   Global Step: 38800   Required: 36 hours
Training: 2025-12-01 00:13:38,845-Speed 1095.82 samples/sec   Loss 2.7372 target_logit_mean -0.0022 lma 0.6742  cos_theta_tmp 0.7470  Epoch: 2   Global Step: 38850   Required: 36 hours
Training: 2025-12-01 00:13:56,482-Speed 1088.66 samples/sec   Loss 2.7754 target_logit_mean 0.0009 lma 0.6870  cos_theta_tmp 0.7480  Epoch: 2   Global Step: 38900   Required: 36 hours
Training: 2025-12-01 00:14:14,198-Speed 1083.83 samples/sec   Loss 2.7381 target_logit_mean -0.0010 lma 0.6903  cos_theta_tmp 0.7521  Epoch: 2   Global Step: 38950   Required: 36 hours
Training: 2025-12-01 00:14:31,956-Speed 1081.20 samples/sec   Loss 2.7397 target_logit_mean 0.0017 lma 0.6797  cos_theta_tmp 0.7568  Epoch: 2   Global Step: 39000   Required: 36 hours
Training: 2025-12-01 00:14:49,496-Speed 1094.69 samples/sec   Loss 2.7658 target_logit_mean -0.0033 lma 0.6863  cos_theta_tmp 0.7566  Epoch: 2   Global Step: 39050   Required: 36 hours
Training: 2025-12-01 00:15:06,998-Speed 1097.09 samples/sec   Loss 2.7361 target_logit_mean 0.0020 lma 0.6829  cos_theta_tmp 0.7591  Epoch: 2   Global Step: 39100   Required: 36 hours
Training: 2025-12-01 00:15:24,432-Speed 1101.29 samples/sec   Loss 2.7067 target_logit_mean 0.0002 lma 0.6801  cos_theta_tmp 0.7539  Epoch: 2   Global Step: 39150   Required: 36 hours
Training: 2025-12-01 00:15:41,852-Speed 1102.23 samples/sec   Loss 2.7412 target_logit_mean 0.0009 lma 0.6879  cos_theta_tmp 0.7582  Epoch: 2   Global Step: 39200   Required: 36 hours
Training: 2025-12-01 00:15:59,363-Speed 1096.53 samples/sec   Loss 2.7712 target_logit_mean -0.0008 lma 0.6754  cos_theta_tmp 0.7463  Epoch: 2   Global Step: 39250   Required: 36 hours
Training: 2025-12-01 00:16:16,863-Speed 1097.16 samples/sec   Loss 2.7203 target_logit_mean 0.0011 lma 0.7008  cos_theta_tmp 0.7559  Epoch: 2   Global Step: 39300   Required: 36 hours
Training: 2025-12-01 00:16:34,392-Speed 1095.36 samples/sec   Loss 2.7331 target_logit_mean 0.0001 lma 0.6755  cos_theta_tmp 0.7448  Epoch: 2   Global Step: 39350   Required: 36 hours
Training: 2025-12-01 00:16:52,116-Speed 1083.32 samples/sec   Loss 2.6733 target_logit_mean 0.0010 lma 0.6862  cos_theta_tmp 0.7548  Epoch: 2   Global Step: 39400   Required: 36 hours
Training: 2025-12-01 00:17:09,702-Speed 1091.82 samples/sec   Loss 2.7267 target_logit_mean -0.0002 lma 0.6879  cos_theta_tmp 0.7531  Epoch: 2   Global Step: 39450   Required: 36 hours
Training: 2025-12-01 00:17:27,391-Speed 1085.49 samples/sec   Loss 2.6927 target_logit_mean 0.0003 lma 0.6795  cos_theta_tmp 0.7538  Epoch: 2   Global Step: 39500   Required: 36 hours
Training: 2025-12-01 00:17:45,009-Speed 1089.81 samples/sec   Loss 2.7264 target_logit_mean 0.0011 lma 0.6925  cos_theta_tmp 0.7615  Epoch: 2   Global Step: 39550   Required: 36 hours
Training: 2025-12-01 00:18:02,569-Speed 1093.43 samples/sec   Loss 2.7049 target_logit_mean 0.0003 lma 0.6706  cos_theta_tmp 0.7541  Epoch: 2   Global Step: 39600   Required: 36 hours
Training: 2025-12-01 00:18:19,974-Speed 1103.17 samples/sec   Loss 2.6879 target_logit_mean -0.0004 lma 0.6909  cos_theta_tmp 0.7556  Epoch: 2   Global Step: 39650   Required: 36 hours
Training: 2025-12-01 00:18:37,499-Speed 1095.62 samples/sec   Loss 2.7266 target_logit_mean -0.0003 lma 0.6755  cos_theta_tmp 0.7542  Epoch: 2   Global Step: 39700   Required: 36 hours
Training: 2025-12-01 00:18:55,107-Speed 1090.44 samples/sec   Loss 2.6567 target_logit_mean 0.0032 lma 0.6920  cos_theta_tmp 0.7509  Epoch: 2   Global Step: 39750   Required: 36 hours
Training: 2025-12-01 00:19:12,725-Speed 1089.84 samples/sec   Loss 2.6665 target_logit_mean 0.0016 lma 0.6930  cos_theta_tmp 0.7528  Epoch: 2   Global Step: 39800   Required: 36 hours
Training: 2025-12-01 00:19:30,329-Speed 1090.72 samples/sec   Loss 2.7009 target_logit_mean -0.0006 lma 0.6831  cos_theta_tmp 0.7498  Epoch: 2   Global Step: 39850   Required: 36 hours
Training: 2025-12-01 00:19:47,933-Speed 1090.67 samples/sec   Loss 2.7111 target_logit_mean 0.0006 lma 0.6937  cos_theta_tmp 0.7538  Epoch: 2   Global Step: 39900   Required: 36 hours
Training: 2025-12-01 00:20:05,407-Speed 1098.82 samples/sec   Loss 2.7301 target_logit_mean 0.0019 lma 0.6904  cos_theta_tmp 0.7553  Epoch: 2   Global Step: 39950   Required: 36 hours
Training: 2025-12-01 00:20:22,918-Speed 1096.48 samples/sec   Loss 2.7028 target_logit_mean -0.0015 lma 0.6772  cos_theta_tmp 0.7568  Epoch: 2   Global Step: 40000   Required: 36 hours
Training: 2025-12-01 00:20:40,360-Speed 1100.88 samples/sec   Loss 2.7543 target_logit_mean 0.0031 lma 0.6799  cos_theta_tmp 0.7495  Epoch: 2   Global Step: 40050   Required: 36 hours
Training: 2025-12-01 00:20:57,867-Speed 1096.71 samples/sec   Loss 2.7001 target_logit_mean -0.0001 lma 0.6693  cos_theta_tmp 0.7582  Epoch: 2   Global Step: 40100   Required: 36 hours
Training: 2025-12-01 00:21:15,498-Speed 1089.02 samples/sec   Loss 2.7102 target_logit_mean 0.0018 lma 0.6850  cos_theta_tmp 0.7581  Epoch: 2   Global Step: 40150   Required: 36 hours
Training: 2025-12-01 00:21:33,020-Speed 1095.81 samples/sec   Loss 2.6740 target_logit_mean 0.0019 lma 0.6946  cos_theta_tmp 0.7575  Epoch: 2   Global Step: 40200   Required: 36 hours
Training: 2025-12-01 00:21:50,583-Speed 1093.23 samples/sec   Loss 2.6955 target_logit_mean 0.0012 lma 0.6884  cos_theta_tmp 0.7530  Epoch: 2   Global Step: 40250   Required: 36 hours
Training: 2025-12-01 00:22:08,240-Speed 1087.45 samples/sec   Loss 2.6450 target_logit_mean -0.0004 lma 0.6920  cos_theta_tmp 0.7479  Epoch: 2   Global Step: 40300   Required: 36 hours
Training: 2025-12-01 00:22:25,959-Speed 1083.61 samples/sec   Loss 2.7233 target_logit_mean -0.0012 lma 0.6852  cos_theta_tmp 0.7578  Epoch: 2   Global Step: 40350   Required: 36 hours
Training: 2025-12-01 00:22:43,516-Speed 1093.63 samples/sec   Loss 2.6403 target_logit_mean 0.0007 lma 0.6912  cos_theta_tmp 0.7534  Epoch: 2   Global Step: 40400   Required: 36 hours
Training: 2025-12-01 00:23:01,110-Speed 1091.29 samples/sec   Loss 2.6746 target_logit_mean 0.0021 lma 0.6774  cos_theta_tmp 0.7493  Epoch: 2   Global Step: 40450   Required: 36 hours
Training: 2025-12-01 00:23:18,685-Speed 1092.52 samples/sec   Loss 2.7437 target_logit_mean 0.0000 lma 0.6799  cos_theta_tmp 0.7486  Epoch: 2   Global Step: 40500   Required: 36 hours
Training: 2025-12-01 00:23:36,264-Speed 1092.27 samples/sec   Loss 2.7437 target_logit_mean -0.0035 lma 0.6813  cos_theta_tmp 0.7500  Epoch: 2   Global Step: 40550   Required: 36 hours
Training: 2025-12-01 00:23:53,798-Speed 1095.04 samples/sec   Loss 2.7045 target_logit_mean -0.0018 lma 0.6860  cos_theta_tmp 0.7545  Epoch: 2   Global Step: 40600   Required: 36 hours
Training: 2025-12-01 00:24:11,202-Speed 1103.19 samples/sec   Loss 2.6748 target_logit_mean 0.0018 lma 0.6799  cos_theta_tmp 0.7459  Epoch: 2   Global Step: 40650   Required: 36 hours
Training: 2025-12-01 00:24:28,698-Speed 1097.44 samples/sec   Loss 2.7057 target_logit_mean 0.0011 lma 0.6766  cos_theta_tmp 0.7525  Epoch: 2   Global Step: 40700   Required: 36 hours
Training: 2025-12-01 00:24:46,100-Speed 1103.37 samples/sec   Loss 2.7282 target_logit_mean 0.0017 lma 0.6778  cos_theta_tmp 0.7572  Epoch: 2   Global Step: 40750   Required: 36 hours
Training: 2025-12-01 00:25:03,503-Speed 1103.30 samples/sec   Loss 2.7227 target_logit_mean -0.0003 lma 0.6959  cos_theta_tmp 0.7575  Epoch: 2   Global Step: 40800   Required: 36 hours
Training: 2025-12-01 00:25:20,905-Speed 1103.32 samples/sec   Loss 2.6979 target_logit_mean 0.0045 lma 0.6831  cos_theta_tmp 0.7566  Epoch: 2   Global Step: 40850   Required: 36 hours
Training: 2025-12-01 00:25:38,310-Speed 1103.22 samples/sec   Loss 2.7009 target_logit_mean 0.0007 lma 0.6683  cos_theta_tmp 0.7532  Epoch: 2   Global Step: 40900   Required: 36 hours
Training: 2025-12-01 00:25:55,819-Speed 1096.61 samples/sec   Loss 2.7403 target_logit_mean -0.0036 lma 0.6821  cos_theta_tmp 0.7521  Epoch: 2   Global Step: 40950   Required: 36 hours
Training: 2025-12-01 00:26:13,451-Speed 1088.95 samples/sec   Loss 2.7229 target_logit_mean -0.0030 lma 0.6853  cos_theta_tmp 0.7579  Epoch: 2   Global Step: 41000   Required: 36 hours
Training: 2025-12-01 00:26:31,008-Speed 1093.62 samples/sec   Loss 2.6977 target_logit_mean 0.0003 lma 0.6849  cos_theta_tmp 0.7512  Epoch: 2   Global Step: 41050   Required: 36 hours
Training: 2025-12-01 00:26:48,555-Speed 1094.22 samples/sec   Loss 2.6789 target_logit_mean -0.0004 lma 0.6783  cos_theta_tmp 0.7513  Epoch: 2   Global Step: 41100   Required: 36 hours
Training: 2025-12-01 00:27:06,130-Speed 1092.49 samples/sec   Loss 2.7061 target_logit_mean -0.0003 lma 0.6718  cos_theta_tmp 0.7528  Epoch: 2   Global Step: 41150   Required: 36 hours
Training: 2025-12-01 00:27:23,664-Speed 1095.07 samples/sec   Loss 2.7043 target_logit_mean 0.0020 lma 0.6842  cos_theta_tmp 0.7567  Epoch: 2   Global Step: 41200   Required: 36 hours
Training: 2025-12-01 00:27:41,070-Speed 1103.09 samples/sec   Loss 2.6929 target_logit_mean 0.0034 lma 0.6827  cos_theta_tmp 0.7586  Epoch: 2   Global Step: 41250   Required: 36 hours
Training: 2025-12-01 00:27:58,480-Speed 1102.83 samples/sec   Loss 2.7263 target_logit_mean -0.0021 lma 0.6790  cos_theta_tmp 0.7539  Epoch: 2   Global Step: 41300   Required: 36 hours
Training: 2025-12-01 00:28:15,917-Speed 1101.20 samples/sec   Loss 2.7642 target_logit_mean -0.0002 lma 0.6859  cos_theta_tmp 0.7520  Epoch: 2   Global Step: 41350   Required: 36 hours
Training: 2025-12-01 00:28:33,562-Speed 1088.12 samples/sec   Loss 2.6929 target_logit_mean 0.0018 lma 0.6806  cos_theta_tmp 0.7620  Epoch: 2   Global Step: 41400   Required: 36 hours
Training: 2025-12-01 00:28:51,127-Speed 1093.16 samples/sec   Loss 2.6389 target_logit_mean 0.0017 lma 0.6882  cos_theta_tmp 0.7609  Epoch: 2   Global Step: 41450   Required: 36 hours
Training: 2025-12-01 00:29:08,692-Speed 1093.07 samples/sec   Loss 2.7320 target_logit_mean -0.0007 lma 0.6871  cos_theta_tmp 0.7600  Epoch: 2   Global Step: 41500   Required: 36 hours
Training: 2025-12-01 00:29:26,258-Speed 1093.07 samples/sec   Loss 2.7054 target_logit_mean 0.0008 lma 0.6929  cos_theta_tmp 0.7602  Epoch: 2   Global Step: 41550   Required: 36 hours
Training: 2025-12-01 00:29:43,868-Speed 1090.32 samples/sec   Loss 2.7392 target_logit_mean 0.0028 lma 0.6777  cos_theta_tmp 0.7516  Epoch: 2   Global Step: 41600   Required: 36 hours
Training: 2025-12-01 00:30:01,486-Speed 1089.83 samples/sec   Loss 2.7178 target_logit_mean -0.0002 lma 0.6829  cos_theta_tmp 0.7564  Epoch: 2   Global Step: 41650   Required: 36 hours
Training: 2025-12-01 00:30:19,056-Speed 1092.83 samples/sec   Loss 2.6894 target_logit_mean -0.0002 lma 0.6747  cos_theta_tmp 0.7543  Epoch: 2   Global Step: 41700   Required: 36 hours
Training: 2025-12-01 00:30:36,651-Speed 1091.28 samples/sec   Loss 2.6645 target_logit_mean 0.0011 lma 0.6848  cos_theta_tmp 0.7609  Epoch: 2   Global Step: 41750   Required: 36 hours
Training: 2025-12-01 00:30:54,278-Speed 1089.26 samples/sec   Loss 2.6450 target_logit_mean -0.0009 lma 0.6895  cos_theta_tmp 0.7582  Epoch: 2   Global Step: 41800   Required: 36 hours
Training: 2025-12-01 00:31:11,842-Speed 1093.15 samples/sec   Loss 2.7312 target_logit_mean -0.0017 lma 0.6745  cos_theta_tmp 0.7529  Epoch: 2   Global Step: 41850   Required: 36 hours
Training: 2025-12-01 00:31:29,247-Speed 1103.22 samples/sec   Loss 2.6880 target_logit_mean 0.0006 lma 0.6848  cos_theta_tmp 0.7551  Epoch: 2   Global Step: 41900   Required: 36 hours
Training: 2025-12-01 00:31:46,664-Speed 1102.43 samples/sec   Loss 2.6743 target_logit_mean 0.0020 lma 0.6824  cos_theta_tmp 0.7578  Epoch: 2   Global Step: 41950   Required: 36 hours
Training: 2025-12-01 00:32:04,071-Speed 1102.99 samples/sec   Loss 2.6350 target_logit_mean 0.0009 lma 0.6828  cos_theta_tmp 0.7551  Epoch: 2   Global Step: 42000   Required: 36 hours
Training: 2025-12-01 00:32:21,601-Speed 1095.29 samples/sec   Loss 2.6685 target_logit_mean 0.0029 lma 0.6936  cos_theta_tmp 0.7603  Epoch: 2   Global Step: 42050   Required: 36 hours
Training: 2025-12-01 00:32:39,136-Speed 1095.03 samples/sec   Loss 2.7369 target_logit_mean 0.0014 lma 0.6769  cos_theta_tmp 0.7519  Epoch: 2   Global Step: 42100   Required: 36 hours
Training: 2025-12-01 00:32:56,718-Speed 1092.00 samples/sec   Loss 2.6780 target_logit_mean 0.0005 lma 0.6767  cos_theta_tmp 0.7543  Epoch: 2   Global Step: 42150   Required: 36 hours
Training: 2025-12-01 00:33:14,255-Speed 1094.87 samples/sec   Loss 2.6745 target_logit_mean 0.0013 lma 0.6813  cos_theta_tmp 0.7589  Epoch: 2   Global Step: 42200   Required: 36 hours
Training: 2025-12-01 00:33:31,660-Speed 1103.21 samples/sec   Loss 2.7248 target_logit_mean 0.0000 lma 0.6711  cos_theta_tmp 0.7517  Epoch: 2   Global Step: 42250   Required: 36 hours
Training: 2025-12-01 00:33:49,063-Speed 1103.31 samples/sec   Loss 2.7262 target_logit_mean -0.0008 lma 0.6821  cos_theta_tmp 0.7578  Epoch: 2   Global Step: 42300   Required: 36 hours
Training: 2025-12-01 00:34:06,473-Speed 1102.83 samples/sec   Loss 2.7060 target_logit_mean -0.0005 lma 0.6847  cos_theta_tmp 0.7567  Epoch: 2   Global Step: 42350   Required: 36 hours
Training: 2025-12-01 00:34:23,882-Speed 1102.90 samples/sec   Loss 2.6819 target_logit_mean -0.0000 lma 0.6772  cos_theta_tmp 0.7530  Epoch: 2   Global Step: 42400   Required: 36 hours
Training: 2025-12-01 00:34:41,300-Speed 1102.37 samples/sec   Loss 2.7046 target_logit_mean -0.0016 lma 0.6900  cos_theta_tmp 0.7534  Epoch: 2   Global Step: 42450   Required: 36 hours
Training: 2025-12-01 00:34:58,712-Speed 1102.74 samples/sec   Loss 2.6740 target_logit_mean 0.0005 lma 0.6848  cos_theta_tmp 0.7596  Epoch: 2   Global Step: 42500   Required: 36 hours
Training: 2025-12-01 00:35:16,266-Speed 1093.79 samples/sec   Loss 2.7435 target_logit_mean 0.0020 lma 0.6862  cos_theta_tmp 0.7510  Epoch: 2   Global Step: 42550   Required: 36 hours
Training: 2025-12-01 00:35:33,835-Speed 1092.84 samples/sec   Loss 2.6594 target_logit_mean 0.0010 lma 0.6778  cos_theta_tmp 0.7507  Epoch: 2   Global Step: 42600   Required: 36 hours
Training: 2025-12-01 00:35:51,427-Speed 1091.47 samples/sec   Loss 2.6632 target_logit_mean -0.0010 lma 0.6771  cos_theta_tmp 0.7580  Epoch: 2   Global Step: 42650   Required: 36 hours
Training: 2025-12-01 00:36:09,069-Speed 1088.36 samples/sec   Loss 2.6810 target_logit_mean -0.0019 lma 0.6750  cos_theta_tmp 0.7517  Epoch: 2   Global Step: 42700   Required: 36 hours
Training: 2025-12-01 00:36:26,787-Speed 1083.64 samples/sec   Loss 2.6810 target_logit_mean -0.0016 lma 0.6854  cos_theta_tmp 0.7568  Epoch: 2   Global Step: 42750   Required: 36 hours
Training: 2025-12-01 00:36:44,460-Speed 1086.48 samples/sec   Loss 2.7113 target_logit_mean 0.0007 lma 0.6909  cos_theta_tmp 0.7541  Epoch: 2   Global Step: 42800   Required: 36 hours
Training: 2025-12-01 00:37:02,282-Speed 1077.35 samples/sec   Loss 2.6599 target_logit_mean -0.0013 lma 0.6818  cos_theta_tmp 0.7511  Epoch: 2   Global Step: 42850   Required: 36 hours
Training: 2025-12-01 00:37:19,984-Speed 1084.63 samples/sec   Loss 2.6438 target_logit_mean 0.0007 lma 0.6809  cos_theta_tmp 0.7606  Epoch: 2   Global Step: 42900   Required: 36 hours
Training: 2025-12-01 00:37:37,717-Speed 1082.79 samples/sec   Loss 2.7000 target_logit_mean -0.0020 lma 0.6853  cos_theta_tmp 0.7551  Epoch: 2   Global Step: 42950   Required: 36 hours
Training: 2025-12-01 00:37:55,484-Speed 1080.68 samples/sec   Loss 2.6867 target_logit_mean 0.0000 lma 0.6816  cos_theta_tmp 0.7543  Epoch: 2   Global Step: 43000   Required: 36 hours
Training: 2025-12-01 00:38:13,462-Speed 1068.00 samples/sec   Loss 2.6082 target_logit_mean -0.0003 lma 0.6573  cos_theta_tmp 0.7469  Epoch: 2   Global Step: 43050   Required: 36 hours
Training: 2025-12-01 00:38:31,445-Speed 1067.69 samples/sec   Loss 2.6790 target_logit_mean 0.0018 lma 0.6867  cos_theta_tmp 0.7553  Epoch: 2   Global Step: 43100   Required: 36 hours
Training: 2025-12-01 00:38:49,315-Speed 1074.48 samples/sec   Loss 2.6816 target_logit_mean -0.0005 lma 0.6897  cos_theta_tmp 0.7572  Epoch: 2   Global Step: 43150   Required: 36 hours
Training: 2025-12-01 00:39:07,247-Speed 1070.78 samples/sec   Loss 2.7659 target_logit_mean -0.0005 lma 0.6787  cos_theta_tmp 0.7562  Epoch: 2   Global Step: 43200   Required: 36 hours
Training: 2025-12-01 00:39:25,031-Speed 1079.65 samples/sec   Loss 2.6667 target_logit_mean 0.0023 lma 0.6863  cos_theta_tmp 0.7625  Epoch: 2   Global Step: 43250   Required: 36 hours
Training: 2025-12-01 00:39:42,927-Speed 1072.86 samples/sec   Loss 2.7188 target_logit_mean -0.0021 lma 0.6704  cos_theta_tmp 0.7559  Epoch: 2   Global Step: 43300   Required: 36 hours
Training: 2025-12-01 00:40:00,703-Speed 1080.14 samples/sec   Loss 2.7143 target_logit_mean -0.0005 lma 0.6717  cos_theta_tmp 0.7517  Epoch: 2   Global Step: 43350   Required: 36 hours
Training: 2025-12-01 00:40:18,681-Speed 1068.61 samples/sec   Loss 2.6921 target_logit_mean -0.0031 lma 0.6915  cos_theta_tmp 0.7548  Epoch: 2   Global Step: 43400   Required: 36 hours
Training: 2025-12-01 00:40:36,663-Speed 1068.41 samples/sec   Loss 2.7108 target_logit_mean 0.0008 lma 0.6796  cos_theta_tmp 0.7553  Epoch: 2   Global Step: 43450   Required: 36 hours
Training: 2025-12-01 00:40:54,616-Speed 1069.46 samples/sec   Loss 2.6512 target_logit_mean 0.0032 lma 0.6854  cos_theta_tmp 0.7569  Epoch: 2   Global Step: 43500   Required: 36 hours
Training: 2025-12-01 00:41:12,503-Speed 1073.45 samples/sec   Loss 2.6744 target_logit_mean 0.0023 lma 0.6791  cos_theta_tmp 0.7535  Epoch: 2   Global Step: 43550   Required: 36 hours
Training: 2025-12-01 00:41:30,199-Speed 1085.03 samples/sec   Loss 2.6936 target_logit_mean 0.0024 lma 0.6911  cos_theta_tmp 0.7564  Epoch: 2   Global Step: 43600   Required: 36 hours
Training: 2025-12-01 00:41:47,747-Speed 1094.16 samples/sec   Loss 2.6737 target_logit_mean 0.0003 lma 0.6771  cos_theta_tmp 0.7560  Epoch: 2   Global Step: 43650   Required: 36 hours
Training: 2025-12-01 00:42:05,361-Speed 1090.10 samples/sec   Loss 2.6605 target_logit_mean 0.0009 lma 0.6957  cos_theta_tmp 0.7595  Epoch: 2   Global Step: 43700   Required: 35 hours
Training: 2025-12-01 00:42:22,974-Speed 1090.14 samples/sec   Loss 2.6479 target_logit_mean -0.0020 lma 0.6820  cos_theta_tmp 0.7617  Epoch: 2   Global Step: 43750   Required: 35 hours
Training: 2025-12-01 00:42:40,500-Speed 1095.53 samples/sec   Loss 2.6451 target_logit_mean -0.0009 lma 0.6929  cos_theta_tmp 0.7606  Epoch: 2   Global Step: 43800   Required: 35 hours
Training: 2025-12-01 00:42:58,121-Speed 1089.65 samples/sec   Loss 2.6764 target_logit_mean -0.0013 lma 0.6804  cos_theta_tmp 0.7470  Epoch: 2   Global Step: 43850   Required: 35 hours
Training: 2025-12-01 00:43:15,750-Speed 1089.12 samples/sec   Loss 2.6791 target_logit_mean 0.0003 lma 0.6810  cos_theta_tmp 0.7515  Epoch: 2   Global Step: 43900   Required: 35 hours
Training: 2025-12-01 00:43:33,292-Speed 1094.57 samples/sec   Loss 2.6508 target_logit_mean -0.0019 lma 0.6822  cos_theta_tmp 0.7515  Epoch: 2   Global Step: 43950   Required: 35 hours
Training: 2025-12-01 00:43:50,711-Speed 1102.26 samples/sec   Loss 2.7129 target_logit_mean 0.0008 lma 0.6835  cos_theta_tmp 0.7632  Epoch: 2   Global Step: 44000   Required: 35 hours
Training: 2025-12-01 00:44:08,122-Speed 1102.81 samples/sec   Loss 2.6591 target_logit_mean -0.0015 lma 0.6745  cos_theta_tmp 0.7494  Epoch: 2   Global Step: 44050   Required: 35 hours
Training: 2025-12-01 00:44:25,535-Speed 1102.63 samples/sec   Loss 2.6758 target_logit_mean 0.0012 lma 0.6803  cos_theta_tmp 0.7574  Epoch: 2   Global Step: 44100   Required: 35 hours
Training: 2025-12-01 00:44:42,961-Speed 1101.84 samples/sec   Loss 2.7075 target_logit_mean 0.0010 lma 0.6853  cos_theta_tmp 0.7544  Epoch: 2   Global Step: 44150   Required: 35 hours
Training: 2025-12-01 00:45:00,370-Speed 1102.96 samples/sec   Loss 2.6114 target_logit_mean 0.0027 lma 0.6742  cos_theta_tmp 0.7567  Epoch: 2   Global Step: 44200   Required: 35 hours
Training: 2025-12-01 00:45:17,785-Speed 1102.52 samples/sec   Loss 2.6298 target_logit_mean -0.0026 lma 0.6888  cos_theta_tmp 0.7519  Epoch: 2   Global Step: 44250   Required: 35 hours
Training: 2025-12-01 00:45:35,193-Speed 1102.96 samples/sec   Loss 2.6757 target_logit_mean 0.0025 lma 0.6692  cos_theta_tmp 0.7609  Epoch: 2   Global Step: 44300   Required: 35 hours
Training: 2025-12-01 00:45:52,722-Speed 1095.36 samples/sec   Loss 2.6435 target_logit_mean 0.0025 lma 0.6904  cos_theta_tmp 0.7535  Epoch: 2   Global Step: 44350   Required: 35 hours
Training: 2025-12-01 00:46:10,373-Speed 1087.79 samples/sec   Loss 2.6993 target_logit_mean -0.0014 lma 0.6797  cos_theta_tmp 0.7478  Epoch: 2   Global Step: 44400   Required: 35 hours
