Training: 2025-11-30 20:06:15,001-rank_id: 0
Training: 2025-12-01 01:19:06,946-Speed 1102.63 samples/sec   Loss 2.6261 target_logit_mean 0.0022 lma 0.6821  cos_theta_tmp 0.7598  Epoch: 3   Global Step: 49750   Required: 35 hours
Training: 2025-12-01 01:19:24,364-Speed 1102.33 samples/sec   Loss 2.6437 target_logit_mean 0.0007 lma 0.6806  cos_theta_tmp 0.7563  Epoch: 3   Global Step: 49800   Required: 35 hours
Training: 2025-12-01 01:19:41,770-Speed 1103.14 samples/sec   Loss 2.6054 target_logit_mean 0.0020 lma 0.6738  cos_theta_tmp 0.7630  Epoch: 3   Global Step: 49850   Required: 35 hours
Training: 2025-12-01 01:19:59,189-Speed 1102.28 samples/sec   Loss 2.6448 target_logit_mean 0.0018 lma 0.6788  cos_theta_tmp 0.7592  Epoch: 3   Global Step: 49900   Required: 35 hours
Training: 2025-12-01 01:20:16,594-Speed 1103.14 samples/sec   Loss 2.6209 target_logit_mean 0.0009 lma 0.6961  cos_theta_tmp 0.7622  Epoch: 3   Global Step: 49950   Required: 35 hours
Training: 2025-12-01 01:20:34,012-Speed 1102.38 samples/sec   Loss 2.6160 target_logit_mean 0.0002 lma 0.6891  cos_theta_tmp 0.7587  Epoch: 3   Global Step: 50000   Required: 35 hours
Training: 2025-12-01 01:20:51,434-Speed 1102.10 samples/sec   Loss 2.5837 target_logit_mean 0.0019 lma 0.6871  cos_theta_tmp 0.7573  Epoch: 3   Global Step: 50050   Required: 35 hours
Training: 2025-12-01 01:21:08,841-Speed 1102.99 samples/sec   Loss 2.6192 target_logit_mean 0.0004 lma 0.6706  cos_theta_tmp 0.7549  Epoch: 3   Global Step: 50100   Required: 35 hours
Training: 2025-12-01 01:21:26,260-Speed 1102.29 samples/sec   Loss 2.5630 target_logit_mean -0.0002 lma 0.6776  cos_theta_tmp 0.7616  Epoch: 3   Global Step: 50150   Required: 35 hours
Training: 2025-12-01 01:21:43,673-Speed 1102.68 samples/sec   Loss 2.5696 target_logit_mean -0.0009 lma 0.6861  cos_theta_tmp 0.7619  Epoch: 3   Global Step: 50200   Required: 35 hours
Training: 2025-12-01 01:22:01,090-Speed 1102.37 samples/sec   Loss 2.6200 target_logit_mean -0.0004 lma 0.6817  cos_theta_tmp 0.7548  Epoch: 3   Global Step: 50250   Required: 35 hours
Training: 2025-12-01 01:22:18,493-Speed 1103.36 samples/sec   Loss 2.6413 target_logit_mean 0.0001 lma 0.6774  cos_theta_tmp 0.7572  Epoch: 3   Global Step: 50300   Required: 35 hours
Training: 2025-12-01 01:22:35,917-Speed 1101.91 samples/sec   Loss 2.6664 target_logit_mean -0.0001 lma 0.6819  cos_theta_tmp 0.7582  Epoch: 3   Global Step: 50350   Required: 35 hours
Training: 2025-12-01 01:22:53,335-Speed 1102.36 samples/sec   Loss 2.6193 target_logit_mean 0.0016 lma 0.6956  cos_theta_tmp 0.7587  Epoch: 3   Global Step: 50400   Required: 35 hours
Training: 2025-12-01 01:23:10,741-Speed 1103.12 samples/sec   Loss 2.6348 target_logit_mean 0.0014 lma 0.6888  cos_theta_tmp 0.7634  Epoch: 3   Global Step: 50450   Required: 35 hours
Training: 2025-12-01 01:23:28,158-Speed 1102.37 samples/sec   Loss 2.6547 target_logit_mean -0.0009 lma 0.6850  cos_theta_tmp 0.7606  Epoch: 3   Global Step: 50500   Required: 35 hours
Training: 2025-12-01 01:23:45,567-Speed 1102.93 samples/sec   Loss 2.6138 target_logit_mean -0.0001 lma 0.6684  cos_theta_tmp 0.7509  Epoch: 3   Global Step: 50550   Required: 35 hours
Training: 2025-12-01 01:24:02,984-Speed 1102.45 samples/sec   Loss 2.6010 target_logit_mean -0.0019 lma 0.6770  cos_theta_tmp 0.7570  Epoch: 3   Global Step: 50600   Required: 35 hours
Training: 2025-12-01 01:24:20,403-Speed 1102.27 samples/sec   Loss 2.6063 target_logit_mean -0.0010 lma 0.6791  cos_theta_tmp 0.7537  Epoch: 3   Global Step: 50650   Required: 35 hours
Training: 2025-12-01 01:24:37,808-Speed 1103.18 samples/sec   Loss 2.6078 target_logit_mean 0.0002 lma 0.6877  cos_theta_tmp 0.7569  Epoch: 3   Global Step: 50700   Required: 35 hours
Training: 2025-12-01 01:24:55,231-Speed 1102.04 samples/sec   Loss 2.5751 target_logit_mean 0.0029 lma 0.6870  cos_theta_tmp 0.7588  Epoch: 3   Global Step: 50750   Required: 35 hours
Training: 2025-12-01 01:25:12,633-Speed 1103.37 samples/sec   Loss 2.5518 target_logit_mean -0.0002 lma 0.6782  cos_theta_tmp 0.7593  Epoch: 3   Global Step: 50800   Required: 35 hours
Training: 2025-12-01 01:25:30,050-Speed 1102.37 samples/sec   Loss 2.6922 target_logit_mean -0.0012 lma 0.6763  cos_theta_tmp 0.7580  Epoch: 3   Global Step: 50850   Required: 35 hours
Training: 2025-12-01 01:25:47,455-Speed 1103.21 samples/sec   Loss 2.6289 target_logit_mean 0.0017 lma 0.6919  cos_theta_tmp 0.7603  Epoch: 3   Global Step: 50900   Required: 35 hours
Training: 2025-12-01 01:26:04,876-Speed 1102.16 samples/sec   Loss 2.5949 target_logit_mean 0.0015 lma 0.6858  cos_theta_tmp 0.7614  Epoch: 3   Global Step: 50950   Required: 35 hours
Training: 2025-12-01 01:26:22,294-Speed 1102.29 samples/sec   Loss 2.6611 target_logit_mean 0.0005 lma 0.6729  cos_theta_tmp 0.7521  Epoch: 3   Global Step: 51000   Required: 35 hours
Training: 2025-12-01 01:26:39,697-Speed 1103.33 samples/sec   Loss 2.6840 target_logit_mean 0.0001 lma 0.6708  cos_theta_tmp 0.7544  Epoch: 3   Global Step: 51050   Required: 35 hours
Training: 2025-12-01 01:26:57,113-Speed 1102.46 samples/sec   Loss 2.6275 target_logit_mean 0.0001 lma 0.6795  cos_theta_tmp 0.7583  Epoch: 3   Global Step: 51100   Required: 35 hours
Training: 2025-12-01 01:27:14,516-Speed 1103.29 samples/sec   Loss 2.6562 target_logit_mean 0.0003 lma 0.6909  cos_theta_tmp 0.7619  Epoch: 3   Global Step: 51150   Required: 35 hours
Training: 2025-12-01 01:27:31,936-Speed 1102.18 samples/sec   Loss 2.6008 target_logit_mean -0.0018 lma 0.6772  cos_theta_tmp 0.7541  Epoch: 3   Global Step: 51200   Required: 35 hours
Training: 2025-12-01 01:27:49,342-Speed 1103.11 samples/sec   Loss 2.6388 target_logit_mean -0.0019 lma 0.6916  cos_theta_tmp 0.7533  Epoch: 3   Global Step: 51250   Required: 35 hours
Training: 2025-12-01 01:28:06,758-Speed 1102.46 samples/sec   Loss 2.5992 target_logit_mean -0.0006 lma 0.6885  cos_theta_tmp 0.7608  Epoch: 3   Global Step: 51300   Required: 35 hours
Training: 2025-12-01 01:28:24,179-Speed 1102.17 samples/sec   Loss 2.5651 target_logit_mean -0.0012 lma 0.6751  cos_theta_tmp 0.7521  Epoch: 3   Global Step: 51350   Required: 35 hours
Training: 2025-12-01 01:28:41,587-Speed 1103.01 samples/sec   Loss 2.6197 target_logit_mean 0.0024 lma 0.6939  cos_theta_tmp 0.7615  Epoch: 3   Global Step: 51400   Required: 35 hours
Training: 2025-12-01 01:28:59,031-Speed 1100.71 samples/sec   Loss 2.6171 target_logit_mean 0.0007 lma 0.6774  cos_theta_tmp 0.7583  Epoch: 3   Global Step: 51450   Required: 35 hours
Training: 2025-12-01 01:29:16,538-Speed 1096.74 samples/sec   Loss 2.6992 target_logit_mean 0.0003 lma 0.6776  cos_theta_tmp 0.7523  Epoch: 3   Global Step: 51500   Required: 35 hours
Training: 2025-12-01 01:29:33,962-Speed 1101.91 samples/sec   Loss 2.6228 target_logit_mean -0.0003 lma 0.6845  cos_theta_tmp 0.7584  Epoch: 3   Global Step: 51550   Required: 35 hours
Training: 2025-12-01 01:29:51,382-Speed 1102.28 samples/sec   Loss 2.6439 target_logit_mean 0.0000 lma 0.6875  cos_theta_tmp 0.7567  Epoch: 3   Global Step: 51600   Required: 35 hours
Training: 2025-12-01 01:30:08,791-Speed 1102.91 samples/sec   Loss 2.6660 target_logit_mean 0.0004 lma 0.7005  cos_theta_tmp 0.7596  Epoch: 3   Global Step: 51650   Required: 35 hours
Training: 2025-12-01 01:30:26,215-Speed 1101.93 samples/sec   Loss 2.6871 target_logit_mean 0.0010 lma 0.6843  cos_theta_tmp 0.7571  Epoch: 3   Global Step: 51700   Required: 35 hours
Training: 2025-12-01 01:30:43,622-Speed 1103.03 samples/sec   Loss 2.6719 target_logit_mean 0.0010 lma 0.6861  cos_theta_tmp 0.7609  Epoch: 3   Global Step: 51750   Required: 35 hours
Training: 2025-12-01 01:31:01,046-Speed 1101.99 samples/sec   Loss 2.6658 target_logit_mean 0.0024 lma 0.6853  cos_theta_tmp 0.7547  Epoch: 3   Global Step: 51800   Required: 35 hours
Training: 2025-12-01 01:31:18,457-Speed 1102.77 samples/sec   Loss 2.5835 target_logit_mean -0.0009 lma 0.6750  cos_theta_tmp 0.7551  Epoch: 3   Global Step: 51850   Required: 35 hours
Training: 2025-12-01 01:31:35,878-Speed 1102.15 samples/sec   Loss 2.5847 target_logit_mean 0.0004 lma 0.6856  cos_theta_tmp 0.7599  Epoch: 3   Global Step: 51900   Required: 35 hours
Training: 2025-12-01 01:31:53,301-Speed 1102.02 samples/sec   Loss 2.5892 target_logit_mean 0.0005 lma 0.6717  cos_theta_tmp 0.7590  Epoch: 3   Global Step: 51950   Required: 35 hours
Training: 2025-12-01 01:32:10,708-Speed 1103.09 samples/sec   Loss 2.5397 target_logit_mean -0.0010 lma 0.6849  cos_theta_tmp 0.7567  Epoch: 3   Global Step: 52000   Required: 35 hours
Training: 2025-12-01 01:32:28,124-Speed 1102.43 samples/sec   Loss 2.6168 target_logit_mean 0.0009 lma 0.6869  cos_theta_tmp 0.7565  Epoch: 3   Global Step: 52050   Required: 35 hours
Training: 2025-12-01 01:32:45,534-Speed 1102.88 samples/sec   Loss 2.5846 target_logit_mean -0.0003 lma 0.6782  cos_theta_tmp 0.7566  Epoch: 3   Global Step: 52100   Required: 35 hours
Training: 2025-12-01 01:33:02,951-Speed 1102.42 samples/sec   Loss 2.5814 target_logit_mean 0.0016 lma 0.6854  cos_theta_tmp 0.7656  Epoch: 3   Global Step: 52150   Required: 35 hours
Training: 2025-12-01 01:33:20,362-Speed 1102.74 samples/sec   Loss 2.5909 target_logit_mean 0.0016 lma 0.6824  cos_theta_tmp 0.7553  Epoch: 3   Global Step: 52200   Required: 35 hours
Training: 2025-12-01 01:33:37,786-Speed 1101.99 samples/sec   Loss 2.5960 target_logit_mean 0.0027 lma 0.6768  cos_theta_tmp 0.7605  Epoch: 3   Global Step: 52250   Required: 35 hours
Training: 2025-12-01 01:33:55,208-Speed 1102.14 samples/sec   Loss 2.6380 target_logit_mean -0.0017 lma 0.6786  cos_theta_tmp 0.7579  Epoch: 3   Global Step: 52300   Required: 35 hours
Training: 2025-12-01 01:34:12,617-Speed 1102.90 samples/sec   Loss 2.6230 target_logit_mean 0.0019 lma 0.6869  cos_theta_tmp 0.7566  Epoch: 3   Global Step: 52350   Required: 35 hours
Training: 2025-12-01 01:34:30,041-Speed 1101.96 samples/sec   Loss 2.6346 target_logit_mean -0.0022 lma 0.6801  cos_theta_tmp 0.7532  Epoch: 3   Global Step: 52400   Required: 35 hours
Training: 2025-12-01 01:34:47,457-Speed 1102.48 samples/sec   Loss 2.6114 target_logit_mean -0.0001 lma 0.6954  cos_theta_tmp 0.7590  Epoch: 3   Global Step: 52450   Required: 35 hours
Training: 2025-12-01 01:35:04,879-Speed 1102.08 samples/sec   Loss 2.6280 target_logit_mean 0.0013 lma 0.6869  cos_theta_tmp 0.7641  Epoch: 3   Global Step: 52500   Required: 35 hours
Training: 2025-12-01 01:35:22,301-Speed 1102.08 samples/sec   Loss 2.5934 target_logit_mean 0.0015 lma 0.6856  cos_theta_tmp 0.7520  Epoch: 3   Global Step: 52550   Required: 35 hours
Training: 2025-12-01 01:35:39,728-Speed 1102.99 samples/sec   Loss 2.6076 target_logit_mean -0.0013 lma 0.6865  cos_theta_tmp 0.7568  Epoch: 3   Global Step: 52600   Required: 35 hours
Training: 2025-12-01 01:35:57,151-Speed 1102.02 samples/sec   Loss 2.6256 target_logit_mean 0.0001 lma 0.6841  cos_theta_tmp 0.7528  Epoch: 3   Global Step: 52650   Required: 35 hours
Training: 2025-12-01 01:36:14,561-Speed 1102.88 samples/sec   Loss 2.5449 target_logit_mean 0.0022 lma 0.6816  cos_theta_tmp 0.7531  Epoch: 3   Global Step: 52700   Required: 35 hours
Training: 2025-12-01 01:36:31,984-Speed 1102.02 samples/sec   Loss 2.6089 target_logit_mean 0.0012 lma 0.6760  cos_theta_tmp 0.7555  Epoch: 3   Global Step: 52750   Required: 35 hours
Training: 2025-12-01 01:36:49,394-Speed 1102.85 samples/sec   Loss 2.6224 target_logit_mean -0.0001 lma 0.6813  cos_theta_tmp 0.7602  Epoch: 3   Global Step: 52800   Required: 35 hours
Training: 2025-12-01 01:37:06,822-Speed 1101.73 samples/sec   Loss 2.6428 target_logit_mean 0.0003 lma 0.6760  cos_theta_tmp 0.7528  Epoch: 3   Global Step: 52850   Required: 35 hours
Training: 2025-12-01 01:37:24,246-Speed 1101.97 samples/sec   Loss 2.6179 target_logit_mean -0.0014 lma 0.6909  cos_theta_tmp 0.7647  Epoch: 3   Global Step: 52900   Required: 35 hours
Training: 2025-12-01 01:37:41,657-Speed 1102.82 samples/sec   Loss 2.6017 target_logit_mean 0.0007 lma 0.6626  cos_theta_tmp 0.7579  Epoch: 3   Global Step: 52950   Required: 34 hours
Training: 2025-12-01 01:37:59,082-Speed 1101.89 samples/sec   Loss 2.6226 target_logit_mean 0.0010 lma 0.6812  cos_theta_tmp 0.7526  Epoch: 3   Global Step: 53000   Required: 34 hours
Training: 2025-12-01 01:38:16,490-Speed 1102.92 samples/sec   Loss 2.5968 target_logit_mean 0.0028 lma 0.6805  cos_theta_tmp 0.7576  Epoch: 3   Global Step: 53050   Required: 34 hours
Training: 2025-12-01 01:38:33,918-Speed 1101.78 samples/sec   Loss 2.5865 target_logit_mean -0.0007 lma 0.6944  cos_theta_tmp 0.7647  Epoch: 3   Global Step: 53100   Required: 34 hours
Training: 2025-12-01 01:38:51,327-Speed 1102.88 samples/sec   Loss 2.6118 target_logit_mean 0.0002 lma 0.6827  cos_theta_tmp 0.7551  Epoch: 3   Global Step: 53150   Required: 34 hours
Training: 2025-12-01 01:39:08,750-Speed 1102.05 samples/sec   Loss 2.6130 target_logit_mean 0.0015 lma 0.6872  cos_theta_tmp 0.7596  Epoch: 3   Global Step: 53200   Required: 34 hours
Training: 2025-12-01 01:39:26,174-Speed 1101.92 samples/sec   Loss 2.5506 target_logit_mean 0.0026 lma 0.6805  cos_theta_tmp 0.7586  Epoch: 3   Global Step: 53250   Required: 34 hours
Training: 2025-12-01 01:39:43,587-Speed 1102.73 samples/sec   Loss 2.6374 target_logit_mean -0.0003 lma 0.6859  cos_theta_tmp 0.7548  Epoch: 3   Global Step: 53300   Required: 34 hours
Training: 2025-12-01 01:40:01,013-Speed 1101.80 samples/sec   Loss 2.6043 target_logit_mean 0.0007 lma 0.6803  cos_theta_tmp 0.7571  Epoch: 3   Global Step: 53350   Required: 34 hours
Training: 2025-12-01 01:40:18,422-Speed 1102.95 samples/sec   Loss 2.5753 target_logit_mean 0.0005 lma 0.6858  cos_theta_tmp 0.7575  Epoch: 3   Global Step: 53400   Required: 34 hours
Training: 2025-12-01 01:40:35,842-Speed 1102.19 samples/sec   Loss 2.6045 target_logit_mean -0.0004 lma 0.6778  cos_theta_tmp 0.7520  Epoch: 3   Global Step: 53450   Required: 34 hours
Training: 2025-12-01 01:40:53,268-Speed 1101.89 samples/sec   Loss 2.6367 target_logit_mean -0.0025 lma 0.6705  cos_theta_tmp 0.7485  Epoch: 3   Global Step: 53500   Required: 34 hours
Training: 2025-12-01 01:41:10,675-Speed 1103.06 samples/sec   Loss 2.5590 target_logit_mean -0.0017 lma 0.6928  cos_theta_tmp 0.7577  Epoch: 3   Global Step: 53550   Required: 34 hours
Training: 2025-12-01 01:41:28,105-Speed 1101.58 samples/sec   Loss 2.5862 target_logit_mean -0.0004 lma 0.6912  cos_theta_tmp 0.7632  Epoch: 3   Global Step: 53600   Required: 34 hours
Training: 2025-12-01 01:41:45,517-Speed 1102.74 samples/sec   Loss 2.5881 target_logit_mean 0.0004 lma 0.6668  cos_theta_tmp 0.7545  Epoch: 3   Global Step: 53650   Required: 34 hours
Training: 2025-12-01 01:42:02,941-Speed 1101.96 samples/sec   Loss 2.5758 target_logit_mean 0.0031 lma 0.6938  cos_theta_tmp 0.7640  Epoch: 3   Global Step: 53700   Required: 34 hours
Training: 2025-12-01 01:42:20,346-Speed 1103.13 samples/sec   Loss 2.5960 target_logit_mean 0.0007 lma 0.6759  cos_theta_tmp 0.7560  Epoch: 3   Global Step: 53750   Required: 34 hours
Training: 2025-12-01 01:42:37,772-Speed 1101.84 samples/sec   Loss 2.6772 target_logit_mean 0.0033 lma 0.6794  cos_theta_tmp 0.7573  Epoch: 3   Global Step: 53800   Required: 34 hours
Training: 2025-12-01 01:42:55,194-Speed 1102.12 samples/sec   Loss 2.6774 target_logit_mean -0.0008 lma 0.6870  cos_theta_tmp 0.7564  Epoch: 3   Global Step: 53850   Required: 34 hours
Training: 2025-12-01 01:43:12,606-Speed 1102.76 samples/sec   Loss 2.6161 target_logit_mean 0.0020 lma 0.6756  cos_theta_tmp 0.7465  Epoch: 3   Global Step: 53900   Required: 34 hours
Training: 2025-12-01 01:43:30,032-Speed 1101.84 samples/sec   Loss 2.5295 target_logit_mean -0.0022 lma 0.6822  cos_theta_tmp 0.7585  Epoch: 3   Global Step: 53950   Required: 34 hours
Training: 2025-12-01 01:43:47,440-Speed 1102.99 samples/sec   Loss 2.5779 target_logit_mean -0.0002 lma 0.6876  cos_theta_tmp 0.7597  Epoch: 3   Global Step: 54000   Required: 34 hours
Training: 2025-12-01 01:44:04,860-Speed 1102.19 samples/sec   Loss 2.5705 target_logit_mean 0.0007 lma 0.6891  cos_theta_tmp 0.7565  Epoch: 3   Global Step: 54050   Required: 34 hours
Training: 2025-12-01 01:44:22,286-Speed 1101.86 samples/sec   Loss 2.5522 target_logit_mean -0.0003 lma 0.6933  cos_theta_tmp 0.7595  Epoch: 3   Global Step: 54100   Required: 34 hours
Training: 2025-12-01 01:44:39,692-Speed 1103.05 samples/sec   Loss 2.5285 target_logit_mean -0.0006 lma 0.6918  cos_theta_tmp 0.7592  Epoch: 3   Global Step: 54150   Required: 34 hours
Training: 2025-12-01 01:44:57,120-Speed 1101.77 samples/sec   Loss 2.5702 target_logit_mean 0.0009 lma 0.6766  cos_theta_tmp 0.7557  Epoch: 3   Global Step: 54200   Required: 34 hours
Training: 2025-12-01 01:45:14,530-Speed 1102.80 samples/sec   Loss 2.6016 target_logit_mean -0.0001 lma 0.6843  cos_theta_tmp 0.7578  Epoch: 3   Global Step: 54250   Required: 34 hours
Training: 2025-12-01 01:45:31,960-Speed 1101.61 samples/sec   Loss 2.5691 target_logit_mean -0.0009 lma 0.6823  cos_theta_tmp 0.7599  Epoch: 3   Global Step: 54300   Required: 34 hours
Training: 2025-12-01 01:45:49,363-Speed 1103.29 samples/sec   Loss 2.4916 target_logit_mean 0.0026 lma 0.6827  cos_theta_tmp 0.7545  Epoch: 3   Global Step: 54350   Required: 34 hours
Training: 2025-12-01 01:46:06,782-Speed 1102.28 samples/sec   Loss 2.5724 target_logit_mean -0.0027 lma 0.6749  cos_theta_tmp 0.7490  Epoch: 3   Global Step: 54400   Required: 34 hours
Training: 2025-12-01 01:46:24,196-Speed 1102.60 samples/sec   Loss 2.5779 target_logit_mean 0.0011 lma 0.6846  cos_theta_tmp 0.7596  Epoch: 3   Global Step: 54450   Required: 34 hours
Training: 2025-12-01 01:46:41,619-Speed 1102.06 samples/sec   Loss 2.6031 target_logit_mean -0.0026 lma 0.6799  cos_theta_tmp 0.7592  Epoch: 3   Global Step: 54500   Required: 34 hours
Training: 2025-12-01 01:46:59,042-Speed 1102.04 samples/sec   Loss 2.5810 target_logit_mean 0.0013 lma 0.6864  cos_theta_tmp 0.7571  Epoch: 3   Global Step: 54550   Required: 34 hours
Training: 2025-12-01 01:47:16,448-Speed 1103.07 samples/sec   Loss 2.6243 target_logit_mean -0.0005 lma 0.6752  cos_theta_tmp 0.7483  Epoch: 3   Global Step: 54600   Required: 34 hours
Training: 2025-12-01 01:47:33,867-Speed 1102.31 samples/sec   Loss 2.5143 target_logit_mean 0.0010 lma 0.6942  cos_theta_tmp 0.7637  Epoch: 3   Global Step: 54650   Required: 34 hours
Training: 2025-12-01 01:47:51,281-Speed 1102.60 samples/sec   Loss 2.5497 target_logit_mean 0.0016 lma 0.6805  cos_theta_tmp 0.7629  Epoch: 3   Global Step: 54700   Required: 34 hours
Training: 2025-12-01 01:48:08,705-Speed 1101.95 samples/sec   Loss 2.5576 target_logit_mean -0.0002 lma 0.6869  cos_theta_tmp 0.7595  Epoch: 3   Global Step: 54750   Required: 34 hours
Training: 2025-12-01 01:48:26,128-Speed 1102.03 samples/sec   Loss 2.5660 target_logit_mean 0.0018 lma 0.6849  cos_theta_tmp 0.7592  Epoch: 3   Global Step: 54800   Required: 34 hours
Training: 2025-12-01 01:48:43,541-Speed 1102.68 samples/sec   Loss 2.6167 target_logit_mean 0.0002 lma 0.6805  cos_theta_tmp 0.7577  Epoch: 3   Global Step: 54850   Required: 34 hours
Training: 2025-12-01 01:49:00,962-Speed 1102.19 samples/sec   Loss 2.5776 target_logit_mean -0.0005 lma 0.6842  cos_theta_tmp 0.7578  Epoch: 3   Global Step: 54900   Required: 34 hours
Training: 2025-12-01 01:49:18,372-Speed 1102.86 samples/sec   Loss 2.6208 target_logit_mean -0.0022 lma 0.6611  cos_theta_tmp 0.7520  Epoch: 3   Global Step: 54950   Required: 34 hours
Training: 2025-12-01 01:49:35,798-Speed 1101.81 samples/sec   Loss 2.6596 target_logit_mean -0.0014 lma 0.6808  cos_theta_tmp 0.7548  Epoch: 3   Global Step: 55000   Required: 34 hours
Training: 2025-12-01 01:49:53,205-Speed 1103.09 samples/sec   Loss 2.6785 target_logit_mean -0.0008 lma 0.6801  cos_theta_tmp 0.7500  Epoch: 3   Global Step: 55050   Required: 34 hours
Training: 2025-12-01 01:50:10,628-Speed 1102.00 samples/sec   Loss 2.5861 target_logit_mean -0.0021 lma 0.6741  cos_theta_tmp 0.7536  Epoch: 3   Global Step: 55100   Required: 34 hours
Training: 2025-12-01 01:50:28,052-Speed 1102.01 samples/sec   Loss 2.5993 target_logit_mean 0.0012 lma 0.6845  cos_theta_tmp 0.7669  Epoch: 3   Global Step: 55150   Required: 34 hours
Training: 2025-12-01 01:50:45,466-Speed 1102.57 samples/sec   Loss 2.6192 target_logit_mean -0.0022 lma 0.6889  cos_theta_tmp 0.7524  Epoch: 3   Global Step: 55200   Required: 34 hours
Training: 2025-12-01 01:51:02,887-Speed 1102.14 samples/sec   Loss 2.6189 target_logit_mean -0.0003 lma 0.6927  cos_theta_tmp 0.7576  Epoch: 3   Global Step: 55250   Required: 34 hours
Training: 2025-12-01 01:51:20,294-Speed 1103.02 samples/sec   Loss 2.6337 target_logit_mean 0.0015 lma 0.6734  cos_theta_tmp 0.7575  Epoch: 3   Global Step: 55300   Required: 34 hours
Training: 2025-12-01 01:51:37,713-Speed 1102.28 samples/sec   Loss 2.6176 target_logit_mean 0.0004 lma 0.6763  cos_theta_tmp 0.7568  Epoch: 3   Global Step: 55350   Required: 34 hours
Training: 2025-12-01 01:51:55,137-Speed 1101.98 samples/sec   Loss 2.5183 target_logit_mean 0.0019 lma 0.6872  cos_theta_tmp 0.7585  Epoch: 3   Global Step: 55400   Required: 34 hours
Training: 2025-12-01 01:52:12,552-Speed 1102.58 samples/sec   Loss 2.5804 target_logit_mean 0.0003 lma 0.6879  cos_theta_tmp 0.7631  Epoch: 3   Global Step: 55450   Required: 34 hours
Training: 2025-12-01 01:52:29,972-Speed 1102.23 samples/sec   Loss 2.5764 target_logit_mean 0.0011 lma 0.6839  cos_theta_tmp 0.7602  Epoch: 3   Global Step: 55500   Required: 34 hours
Training: 2025-12-01 01:52:47,380-Speed 1102.94 samples/sec   Loss 2.6034 target_logit_mean -0.0014 lma 0.6742  cos_theta_tmp 0.7538  Epoch: 3   Global Step: 55550   Required: 34 hours
Training: 2025-12-01 01:53:04,804-Speed 1102.02 samples/sec   Loss 2.5953 target_logit_mean 0.0001 lma 0.6820  cos_theta_tmp 0.7618  Epoch: 3   Global Step: 55600   Required: 34 hours
Training: 2025-12-01 01:53:22,213-Speed 1102.90 samples/sec   Loss 2.5397 target_logit_mean -0.0008 lma 0.6715  cos_theta_tmp 0.7575  Epoch: 3   Global Step: 55650   Required: 34 hours
Training: 2025-12-01 01:53:39,631-Speed 1102.34 samples/sec   Loss 2.6223 target_logit_mean 0.0007 lma 0.6759  cos_theta_tmp 0.7553  Epoch: 3   Global Step: 55700   Required: 34 hours
Training: 2025-12-01 01:53:57,053-Speed 1102.06 samples/sec   Loss 2.5485 target_logit_mean 0.0013 lma 0.6877  cos_theta_tmp 0.7595  Epoch: 3   Global Step: 55750   Required: 34 hours
Training: 2025-12-01 01:54:14,461-Speed 1103.00 samples/sec   Loss 2.6004 target_logit_mean 0.0010 lma 0.6833  cos_theta_tmp 0.7590  Epoch: 3   Global Step: 55800   Required: 34 hours
Training: 2025-12-01 01:54:31,886-Speed 1101.91 samples/sec   Loss 2.6456 target_logit_mean 0.0012 lma 0.6768  cos_theta_tmp 0.7526  Epoch: 3   Global Step: 55850   Required: 34 hours
Training: 2025-12-01 01:54:49,300-Speed 1102.62 samples/sec   Loss 2.5393 target_logit_mean 0.0004 lma 0.6906  cos_theta_tmp 0.7615  Epoch: 3   Global Step: 55900   Required: 34 hours
Training: 2025-12-01 01:55:06,723-Speed 1102.02 samples/sec   Loss 2.5389 target_logit_mean 0.0032 lma 0.6795  cos_theta_tmp 0.7573  Epoch: 3   Global Step: 55950   Required: 34 hours
Training: 2025-12-01 01:55:24,134-Speed 1102.78 samples/sec   Loss 2.5624 target_logit_mean 0.0018 lma 0.6799  cos_theta_tmp 0.7603  Epoch: 3   Global Step: 56000   Required: 34 hours
Training: 2025-12-01 01:55:41,555-Speed 1102.19 samples/sec   Loss 2.5069 target_logit_mean 0.0025 lma 0.6906  cos_theta_tmp 0.7638  Epoch: 3   Global Step: 56050   Required: 34 hours
Training: 2025-12-01 01:55:58,979-Speed 1101.90 samples/sec   Loss 2.5983 target_logit_mean 0.0032 lma 0.6847  cos_theta_tmp 0.7620  Epoch: 3   Global Step: 56100   Required: 34 hours
Training: 2025-12-01 01:56:16,389-Speed 1102.91 samples/sec   Loss 2.6460 target_logit_mean 0.0003 lma 0.6742  cos_theta_tmp 0.7572  Epoch: 3   Global Step: 56150   Required: 34 hours
Training: 2025-12-01 01:56:33,807-Speed 1102.31 samples/sec   Loss 2.6353 target_logit_mean -0.0022 lma 0.6631  cos_theta_tmp 0.7511  Epoch: 3   Global Step: 56200   Required: 34 hours
Training: 2025-12-01 01:56:51,222-Speed 1102.54 samples/sec   Loss 2.5475 target_logit_mean -0.0021 lma 0.6903  cos_theta_tmp 0.7611  Epoch: 3   Global Step: 56250   Required: 34 hours
Training: 2025-12-01 01:57:08,652-Speed 1101.62 samples/sec   Loss 2.5855 target_logit_mean -0.0015 lma 0.6785  cos_theta_tmp 0.7522  Epoch: 3   Global Step: 56300   Required: 34 hours
Training: 2025-12-01 01:57:26,076-Speed 1101.95 samples/sec   Loss 2.5926 target_logit_mean -0.0002 lma 0.6808  cos_theta_tmp 0.7604  Epoch: 3   Global Step: 56350   Required: 34 hours
