Training: 2025-12-11 21:57:15,474-rank_id: 0
Training: 2025-12-12 05:37:12,942-Speed 1103.43 samples/sec   Loss 2.8030 target_logit_mean 0.0381 lma 0.6907  cos_theta_tmp 0.7608 geom_penalty 0.0406 geom_weighted 0.0406 Epoch: 5   Global Step: 76150   Required: 32 hours
Training: 2025-12-12 05:37:30,347-Speed 1103.23 samples/sec   Loss 2.7240 target_logit_mean 0.0402 lma 0.6891  cos_theta_tmp 0.7571 geom_penalty 0.0401 geom_weighted 0.0401 Epoch: 5   Global Step: 76200   Required: 32 hours
Training: 2025-12-12 05:37:47,742-Speed 1103.75 samples/sec   Loss 2.7989 target_logit_mean 0.0443 lma 0.6831  cos_theta_tmp 0.7634 geom_penalty 0.0433 geom_weighted 0.0433 Epoch: 5   Global Step: 76250   Required: 32 hours
Training: 2025-12-12 05:38:05,156-Speed 1102.63 samples/sec   Loss 2.7170 target_logit_mean 0.0330 lma 0.6873  cos_theta_tmp 0.7605 geom_penalty 0.0339 geom_weighted 0.0339 Epoch: 5   Global Step: 76300   Required: 32 hours
Training: 2025-12-12 05:38:22,556-Speed 1103.50 samples/sec   Loss 2.7299 target_logit_mean 0.0336 lma 0.6781  cos_theta_tmp 0.7599 geom_penalty 0.0332 geom_weighted 0.0332 Epoch: 5   Global Step: 76350   Required: 32 hours
Training: 2025-12-12 05:38:39,965-Speed 1102.97 samples/sec   Loss 2.7523 target_logit_mean 0.0375 lma 0.6805  cos_theta_tmp 0.7581 geom_penalty 0.0371 geom_weighted 0.0371 Epoch: 5   Global Step: 76400   Required: 32 hours
Training: 2025-12-12 05:38:57,377-Speed 1102.73 samples/sec   Loss 2.7334 target_logit_mean 0.0330 lma 0.6756  cos_theta_tmp 0.7537 geom_penalty 0.0364 geom_weighted 0.0364 Epoch: 5   Global Step: 76450   Required: 32 hours
Training: 2025-12-12 05:39:14,773-Speed 1103.73 samples/sec   Loss 2.7577 target_logit_mean 0.0381 lma 0.6928  cos_theta_tmp 0.7617 geom_penalty 0.0400 geom_weighted 0.0400 Epoch: 5   Global Step: 76500   Required: 32 hours
Training: 2025-12-12 05:39:32,176-Speed 1103.28 samples/sec   Loss 2.7589 target_logit_mean 0.0373 lma 0.6972  cos_theta_tmp 0.7646 geom_penalty 0.0390 geom_weighted 0.0390 Epoch: 5   Global Step: 76550   Required: 32 hours
Training: 2025-12-12 05:39:49,570-Speed 1103.91 samples/sec   Loss 2.7561 target_logit_mean 0.0297 lma 0.6818  cos_theta_tmp 0.7672 geom_penalty 0.0292 geom_weighted 0.0292 Epoch: 5   Global Step: 76600   Required: 32 hours
Training: 2025-12-12 05:40:06,977-Speed 1103.05 samples/sec   Loss 2.7509 target_logit_mean 0.0481 lma 0.6922  cos_theta_tmp 0.7674 geom_penalty 0.0458 geom_weighted 0.0458 Epoch: 5   Global Step: 76650   Required: 32 hours
Training: 2025-12-12 05:40:24,374-Speed 1103.71 samples/sec   Loss 2.6809 target_logit_mean 0.0431 lma 0.6776  cos_theta_tmp 0.7568 geom_penalty 0.0406 geom_weighted 0.0406 Epoch: 5   Global Step: 76700   Required: 32 hours
Training: 2025-12-12 05:40:41,780-Speed 1103.13 samples/sec   Loss 2.7336 target_logit_mean 0.0323 lma 0.6934  cos_theta_tmp 0.7634 geom_penalty 0.0355 geom_weighted 0.0355 Epoch: 5   Global Step: 76750   Required: 32 hours
Training: 2025-12-12 05:40:59,187-Speed 1103.00 samples/sec   Loss 2.7962 target_logit_mean 0.0439 lma 0.6918  cos_theta_tmp 0.7591 geom_penalty 0.0445 geom_weighted 0.0445 Epoch: 5   Global Step: 76800   Required: 32 hours
Training: 2025-12-12 05:41:16,583-Speed 1103.75 samples/sec   Loss 2.7391 target_logit_mean 0.0312 lma 0.6781  cos_theta_tmp 0.7638 geom_penalty 0.0303 geom_weighted 0.0303 Epoch: 5   Global Step: 76850   Required: 32 hours
Training: 2025-12-12 05:41:33,993-Speed 1102.87 samples/sec   Loss 2.7627 target_logit_mean 0.0352 lma 0.6902  cos_theta_tmp 0.7576 geom_penalty 0.0371 geom_weighted 0.0371 Epoch: 5   Global Step: 76900   Required: 32 hours
Training: 2025-12-12 05:41:51,389-Speed 1103.77 samples/sec   Loss 2.7323 target_logit_mean 0.0330 lma 0.6896  cos_theta_tmp 0.7668 geom_penalty 0.0344 geom_weighted 0.0344 Epoch: 5   Global Step: 76950   Required: 32 hours
Training: 2025-12-12 05:42:08,792-Speed 1103.34 samples/sec   Loss 2.6891 target_logit_mean 0.0389 lma 0.6942  cos_theta_tmp 0.7584 geom_penalty 0.0401 geom_weighted 0.0401 Epoch: 5   Global Step: 77000   Required: 32 hours
Training: 2025-12-12 05:42:26,195-Speed 1103.28 samples/sec   Loss 2.7167 target_logit_mean 0.0376 lma 0.6952  cos_theta_tmp 0.7612 geom_penalty 0.0369 geom_weighted 0.0369 Epoch: 5   Global Step: 77050   Required: 32 hours
Training: 2025-12-12 05:42:43,585-Speed 1104.15 samples/sec   Loss 2.6982 target_logit_mean 0.0383 lma 0.6849  cos_theta_tmp 0.7599 geom_penalty 0.0351 geom_weighted 0.0351 Epoch: 5   Global Step: 77100   Required: 32 hours
Training: 2025-12-12 05:43:00,989-Speed 1103.25 samples/sec   Loss 2.7932 target_logit_mean 0.0354 lma 0.6831  cos_theta_tmp 0.7639 geom_penalty 0.0330 geom_weighted 0.0330 Epoch: 5   Global Step: 77150   Required: 32 hours
Training: 2025-12-12 05:43:18,382-Speed 1103.93 samples/sec   Loss 2.7504 target_logit_mean 0.0295 lma 0.6798  cos_theta_tmp 0.7613 geom_penalty 0.0297 geom_weighted 0.0297 Epoch: 5   Global Step: 77200   Required: 32 hours
Training: 2025-12-12 05:43:35,791-Speed 1102.91 samples/sec   Loss 2.7086 target_logit_mean 0.0365 lma 0.6853  cos_theta_tmp 0.7605 geom_penalty 0.0385 geom_weighted 0.0385 Epoch: 5   Global Step: 77250   Required: 32 hours
Training: 2025-12-12 05:43:53,189-Speed 1103.62 samples/sec   Loss 2.7502 target_logit_mean 0.0334 lma 0.6820  cos_theta_tmp 0.7632 geom_penalty 0.0350 geom_weighted 0.0350 Epoch: 5   Global Step: 77300   Required: 32 hours
Training: 2025-12-12 05:44:10,597-Speed 1103.03 samples/sec   Loss 2.7161 target_logit_mean 0.0394 lma 0.6805  cos_theta_tmp 0.7604 geom_penalty 0.0376 geom_weighted 0.0376 Epoch: 5   Global Step: 77350   Required: 32 hours
Training: 2025-12-12 05:44:28,002-Speed 1103.18 samples/sec   Loss 2.6904 target_logit_mean 0.0322 lma 0.6875  cos_theta_tmp 0.7607 geom_penalty 0.0333 geom_weighted 0.0333 Epoch: 5   Global Step: 77400   Required: 32 hours
Training: 2025-12-12 05:44:45,395-Speed 1103.94 samples/sec   Loss 2.7372 target_logit_mean 0.0373 lma 0.6743  cos_theta_tmp 0.7600 geom_penalty 0.0380 geom_weighted 0.0380 Epoch: 5   Global Step: 77450   Required: 32 hours
Training: 2025-12-12 05:45:02,800-Speed 1103.20 samples/sec   Loss 2.6910 target_logit_mean 0.0215 lma 0.6675  cos_theta_tmp 0.7591 geom_penalty 0.0239 geom_weighted 0.0239 Epoch: 5   Global Step: 77500   Required: 32 hours
Training: 2025-12-12 05:45:20,196-Speed 1103.73 samples/sec   Loss 2.7706 target_logit_mean 0.0241 lma 0.6825  cos_theta_tmp 0.7623 geom_penalty 0.0269 geom_weighted 0.0269 Epoch: 5   Global Step: 77550   Required: 32 hours
Training: 2025-12-12 05:45:37,598-Speed 1103.36 samples/sec   Loss 2.6597 target_logit_mean 0.0335 lma 0.6865  cos_theta_tmp 0.7604 geom_penalty 0.0322 geom_weighted 0.0322 Epoch: 5   Global Step: 77600   Required: 32 hours
Training: 2025-12-12 05:45:54,990-Speed 1103.98 samples/sec   Loss 2.7172 target_logit_mean 0.0407 lma 0.6863  cos_theta_tmp 0.7626 geom_penalty 0.0416 geom_weighted 0.0416 Epoch: 5   Global Step: 77650   Required: 32 hours
Training: 2025-12-12 05:46:12,393-Speed 1103.35 samples/sec   Loss 2.7068 target_logit_mean 0.0419 lma 0.6944  cos_theta_tmp 0.7638 geom_penalty 0.0440 geom_weighted 0.0440 Epoch: 5   Global Step: 77700   Required: 32 hours
Training: 2025-12-12 05:46:29,798-Speed 1103.16 samples/sec   Loss 2.6881 target_logit_mean 0.0359 lma 0.6790  cos_theta_tmp 0.7588 geom_penalty 0.0350 geom_weighted 0.0350 Epoch: 5   Global Step: 77750   Required: 32 hours
Training: 2025-12-12 05:46:47,191-Speed 1103.95 samples/sec   Loss 2.7562 target_logit_mean 0.0516 lma 0.6996  cos_theta_tmp 0.7585 geom_penalty 0.0507 geom_weighted 0.0507 Epoch: 5   Global Step: 77800   Required: 32 hours
Training: 2025-12-12 05:47:04,596-Speed 1103.17 samples/sec   Loss 2.7538 target_logit_mean 0.0351 lma 0.6731  cos_theta_tmp 0.7535 geom_penalty 0.0365 geom_weighted 0.0365 Epoch: 5   Global Step: 77850   Required: 32 hours
Training: 2025-12-12 05:47:21,992-Speed 1103.76 samples/sec   Loss 2.7421 target_logit_mean 0.0361 lma 0.6819  cos_theta_tmp 0.7616 geom_penalty 0.0372 geom_weighted 0.0372 Epoch: 5   Global Step: 77900   Required: 32 hours
Training: 2025-12-12 05:47:39,400-Speed 1103.00 samples/sec   Loss 2.7370 target_logit_mean 0.0376 lma 0.6735  cos_theta_tmp 0.7574 geom_penalty 0.0370 geom_weighted 0.0370 Epoch: 5   Global Step: 77950   Required: 32 hours
Training: 2025-12-12 05:47:56,804-Speed 1103.23 samples/sec   Loss 2.6949 target_logit_mean 0.0346 lma 0.6848  cos_theta_tmp 0.7654 geom_penalty 0.0342 geom_weighted 0.0342 Epoch: 5   Global Step: 78000   Required: 32 hours
Training: 2025-12-12 05:48:14,198-Speed 1103.87 samples/sec   Loss 2.7025 target_logit_mean 0.0344 lma 0.6761  cos_theta_tmp 0.7613 geom_penalty 0.0340 geom_weighted 0.0340 Epoch: 5   Global Step: 78050   Required: 32 hours
Training: 2025-12-12 05:48:31,605-Speed 1103.08 samples/sec   Loss 2.7159 target_logit_mean 0.0357 lma 0.6859  cos_theta_tmp 0.7588 geom_penalty 0.0357 geom_weighted 0.0357 Epoch: 5   Global Step: 78100   Required: 32 hours
Training: 2025-12-12 05:48:48,999-Speed 1103.82 samples/sec   Loss 2.6617 target_logit_mean 0.0332 lma 0.6820  cos_theta_tmp 0.7602 geom_penalty 0.0317 geom_weighted 0.0317 Epoch: 5   Global Step: 78150   Required: 32 hours
Training: 2025-12-12 05:49:06,406-Speed 1103.05 samples/sec   Loss 2.7197 target_logit_mean 0.0352 lma 0.6832  cos_theta_tmp 0.7599 geom_penalty 0.0367 geom_weighted 0.0367 Epoch: 5   Global Step: 78200   Required: 32 hours
Training: 2025-12-12 05:49:23,795-Speed 1104.20 samples/sec   Loss 2.7391 target_logit_mean 0.0293 lma 0.6860  cos_theta_tmp 0.7629 geom_penalty 0.0289 geom_weighted 0.0289 Epoch: 5   Global Step: 78250   Required: 32 hours
Training: 2025-12-12 05:49:41,206-Speed 1102.79 samples/sec   Loss 2.7504 target_logit_mean 0.0332 lma 0.6821  cos_theta_tmp 0.7618 geom_penalty 0.0312 geom_weighted 0.0312 Epoch: 5   Global Step: 78300   Required: 32 hours
Training: 2025-12-12 05:49:58,613-Speed 1103.07 samples/sec   Loss 2.7363 target_logit_mean 0.0395 lma 0.6807  cos_theta_tmp 0.7545 geom_penalty 0.0391 geom_weighted 0.0391 Epoch: 5   Global Step: 78350   Required: 32 hours
Training: 2025-12-12 05:50:16,005-Speed 1104.00 samples/sec   Loss 2.7219 target_logit_mean 0.0352 lma 0.6878  cos_theta_tmp 0.7628 geom_penalty 0.0347 geom_weighted 0.0347 Epoch: 5   Global Step: 78400   Required: 32 hours
Training: 2025-12-12 05:50:33,408-Speed 1103.32 samples/sec   Loss 2.7206 target_logit_mean 0.0404 lma 0.6877  cos_theta_tmp 0.7635 geom_penalty 0.0376 geom_weighted 0.0376 Epoch: 5   Global Step: 78450   Required: 32 hours
Training: 2025-12-12 05:50:50,798-Speed 1104.14 samples/sec   Loss 2.7545 target_logit_mean 0.0391 lma 0.6894  cos_theta_tmp 0.7593 geom_penalty 0.0364 geom_weighted 0.0364 Epoch: 5   Global Step: 78500   Required: 32 hours
Training: 2025-12-12 05:51:08,208-Speed 1102.87 samples/sec   Loss 2.7398 target_logit_mean 0.0315 lma 0.6736  cos_theta_tmp 0.7603 geom_penalty 0.0315 geom_weighted 0.0315 Epoch: 5   Global Step: 78550   Required: 32 hours
Training: 2025-12-12 05:51:25,598-Speed 1104.07 samples/sec   Loss 2.7030 target_logit_mean 0.0280 lma 0.6806  cos_theta_tmp 0.7665 geom_penalty 0.0272 geom_weighted 0.0272 Epoch: 5   Global Step: 78600   Required: 32 hours
Training: 2025-12-12 05:51:43,006-Speed 1103.01 samples/sec   Loss 2.7130 target_logit_mean 0.0365 lma 0.6816  cos_theta_tmp 0.7574 geom_penalty 0.0364 geom_weighted 0.0364 Epoch: 5   Global Step: 78650   Required: 32 hours
Training: 2025-12-12 05:52:00,408-Speed 1103.38 samples/sec   Loss 2.7340 target_logit_mean 0.0394 lma 0.6876  cos_theta_tmp 0.7603 geom_penalty 0.0394 geom_weighted 0.0394 Epoch: 5   Global Step: 78700   Required: 32 hours
Training: 2025-12-12 05:52:17,798-Speed 1104.14 samples/sec   Loss 2.6878 target_logit_mean 0.0308 lma 0.6780  cos_theta_tmp 0.7561 geom_penalty 0.0311 geom_weighted 0.0311 Epoch: 5   Global Step: 78750   Required: 32 hours
Training: 2025-12-12 05:52:35,210-Speed 1102.69 samples/sec   Loss 2.7652 target_logit_mean 0.0354 lma 0.6920  cos_theta_tmp 0.7672 geom_penalty 0.0350 geom_weighted 0.0350 Epoch: 5   Global Step: 78800   Required: 32 hours
Training: 2025-12-12 05:52:52,605-Speed 1103.82 samples/sec   Loss 2.7228 target_logit_mean 0.0312 lma 0.6954  cos_theta_tmp 0.7670 geom_penalty 0.0307 geom_weighted 0.0307 Epoch: 5   Global Step: 78850   Required: 32 hours
Training: 2025-12-12 05:53:10,011-Speed 1103.11 samples/sec   Loss 2.6998 target_logit_mean 0.0429 lma 0.6915  cos_theta_tmp 0.7636 geom_penalty 0.0433 geom_weighted 0.0433 Epoch: 5   Global Step: 78900   Required: 32 hours
Training: 2025-12-12 05:53:27,419-Speed 1103.02 samples/sec   Loss 2.7092 target_logit_mean 0.0380 lma 0.6851  cos_theta_tmp 0.7549 geom_penalty 0.0389 geom_weighted 0.0389 Epoch: 5   Global Step: 78950   Required: 32 hours
Training: 2025-12-12 05:53:44,813-Speed 1103.83 samples/sec   Loss 2.7392 target_logit_mean 0.0384 lma 0.6882  cos_theta_tmp 0.7583 geom_penalty 0.0372 geom_weighted 0.0372 Epoch: 5   Global Step: 79000   Required: 32 hours
Training: 2025-12-12 05:54:02,222-Speed 1102.97 samples/sec   Loss 2.6522 target_logit_mean 0.0380 lma 0.6774  cos_theta_tmp 0.7612 geom_penalty 0.0366 geom_weighted 0.0366 Epoch: 5   Global Step: 79050   Required: 32 hours
Training: 2025-12-12 05:54:19,613-Speed 1104.10 samples/sec   Loss 2.7005 target_logit_mean 0.0313 lma 0.6818  cos_theta_tmp 0.7644 geom_penalty 0.0304 geom_weighted 0.0304 Epoch: 5   Global Step: 79100   Required: 32 hours
Training: 2025-12-12 05:54:37,022-Speed 1102.88 samples/sec   Loss 2.7152 target_logit_mean 0.0395 lma 0.6796  cos_theta_tmp 0.7556 geom_penalty 0.0402 geom_weighted 0.0402 Epoch: 5   Global Step: 79150   Required: 32 hours
Training: 2025-12-12 05:54:54,413-Speed 1104.09 samples/sec   Loss 2.6681 target_logit_mean 0.0385 lma 0.6961  cos_theta_tmp 0.7585 geom_penalty 0.0398 geom_weighted 0.0398 Epoch: 5   Global Step: 79200   Required: 32 hours
Training: 2025-12-12 05:55:11,820-Speed 1103.02 samples/sec   Loss 2.6761 target_logit_mean 0.0289 lma 0.6882  cos_theta_tmp 0.7634 geom_penalty 0.0303 geom_weighted 0.0303 Epoch: 5   Global Step: 79250   Required: 32 hours
Training: 2025-12-12 05:55:29,224-Speed 1103.25 samples/sec   Loss 2.7918 target_logit_mean 0.0345 lma 0.6820  cos_theta_tmp 0.7578 geom_penalty 0.0347 geom_weighted 0.0347 Epoch: 5   Global Step: 79300   Required: 32 hours
Training: 2025-12-12 05:55:46,615-Speed 1104.09 samples/sec   Loss 2.6734 target_logit_mean 0.0302 lma 0.6788  cos_theta_tmp 0.7648 geom_penalty 0.0322 geom_weighted 0.0322 Epoch: 5   Global Step: 79350   Required: 32 hours
Training: 2025-12-12 05:56:04,024-Speed 1102.95 samples/sec   Loss 2.6953 target_logit_mean 0.0365 lma 0.6765  cos_theta_tmp 0.7625 geom_penalty 0.0351 geom_weighted 0.0351 Epoch: 5   Global Step: 79400   Required: 32 hours
Training: 2025-12-12 05:56:21,417-Speed 1103.93 samples/sec   Loss 2.7004 target_logit_mean 0.0356 lma 0.6960  cos_theta_tmp 0.7617 geom_penalty 0.0359 geom_weighted 0.0359 Epoch: 5   Global Step: 79450   Required: 32 hours
Training: 2025-12-12 05:56:38,825-Speed 1103.03 samples/sec   Loss 2.7098 target_logit_mean 0.0369 lma 0.6902  cos_theta_tmp 0.7649 geom_penalty 0.0330 geom_weighted 0.0330 Epoch: 5   Global Step: 79500   Required: 32 hours
Training: 2025-12-12 05:56:56,214-Speed 1104.17 samples/sec   Loss 2.7207 target_logit_mean 0.0424 lma 0.6820  cos_theta_tmp 0.7625 geom_penalty 0.0411 geom_weighted 0.0411 Epoch: 5   Global Step: 79550   Required: 32 hours
Training: 2025-12-12 05:57:13,613-Speed 1103.61 samples/sec   Loss 2.6692 target_logit_mean 0.0450 lma 0.6892  cos_theta_tmp 0.7570 geom_penalty 0.0439 geom_weighted 0.0439 Epoch: 5   Global Step: 79600   Required: 32 hours
Training: 2025-12-12 05:57:31,010-Speed 1103.65 samples/sec   Loss 2.7115 target_logit_mean 0.0388 lma 0.6879  cos_theta_tmp 0.7626 geom_penalty 0.0358 geom_weighted 0.0358 Epoch: 5   Global Step: 79650   Required: 32 hours
Training: 2025-12-12 05:57:48,406-Speed 1103.75 samples/sec   Loss 2.6798 target_logit_mean 0.0343 lma 0.6859  cos_theta_tmp 0.7630 geom_penalty 0.0326 geom_weighted 0.0326 Epoch: 5   Global Step: 79700   Required: 32 hours
Training: 2025-12-12 05:58:05,811-Speed 1103.19 samples/sec   Loss 2.7254 target_logit_mean 0.0365 lma 0.6754  cos_theta_tmp 0.7611 geom_penalty 0.0365 geom_weighted 0.0365 Epoch: 5   Global Step: 79750   Required: 32 hours
Training: 2025-12-12 05:58:23,202-Speed 1104.10 samples/sec   Loss 2.7086 target_logit_mean 0.0340 lma 0.6767  cos_theta_tmp 0.7623 geom_penalty 0.0331 geom_weighted 0.0331 Epoch: 5   Global Step: 79800   Required: 32 hours
Training: 2025-12-12 05:58:40,610-Speed 1102.99 samples/sec   Loss 2.6988 target_logit_mean 0.0248 lma 0.6862  cos_theta_tmp 0.7658 geom_penalty 0.0274 geom_weighted 0.0274 Epoch: 5   Global Step: 79850   Required: 32 hours
Training: 2025-12-12 05:58:58,016-Speed 1103.13 samples/sec   Loss 2.6818 target_logit_mean 0.0333 lma 0.6775  cos_theta_tmp 0.7608 geom_penalty 0.0347 geom_weighted 0.0347 Epoch: 5   Global Step: 79900   Required: 32 hours
Training: 2025-12-12 05:59:15,410-Speed 1103.88 samples/sec   Loss 2.7510 target_logit_mean 0.0385 lma 0.6856  cos_theta_tmp 0.7619 geom_penalty 0.0375 geom_weighted 0.0375 Epoch: 5   Global Step: 79950   Required: 32 hours
Training: 2025-12-12 05:59:32,814-Speed 1103.18 samples/sec   Loss 2.7168 target_logit_mean 0.0364 lma 0.6841  cos_theta_tmp 0.7596 geom_penalty 0.0372 geom_weighted 0.0372 Epoch: 5   Global Step: 80000   Required: 32 hours
Training: 2025-12-12 05:59:50,207-Speed 1103.96 samples/sec   Loss 2.7129 target_logit_mean 0.0372 lma 0.6792  cos_theta_tmp 0.7542 geom_penalty 0.0371 geom_weighted 0.0371 Epoch: 5   Global Step: 80050   Required: 32 hours
Training: 2025-12-12 06:00:07,618-Speed 1102.80 samples/sec   Loss 2.7477 target_logit_mean 0.0283 lma 0.6793  cos_theta_tmp 0.7635 geom_penalty 0.0286 geom_weighted 0.0286 Epoch: 5   Global Step: 80100   Required: 31 hours
Training: 2025-12-12 06:00:25,010-Speed 1103.98 samples/sec   Loss 2.7679 target_logit_mean 0.0440 lma 0.6835  cos_theta_tmp 0.7601 geom_penalty 0.0424 geom_weighted 0.0424 Epoch: 5   Global Step: 80150   Required: 31 hours
Training: 2025-12-12 06:00:42,419-Speed 1102.93 samples/sec   Loss 2.7782 target_logit_mean 0.0277 lma 0.6689  cos_theta_tmp 0.7555 geom_penalty 0.0310 geom_weighted 0.0310 Epoch: 5   Global Step: 80200   Required: 31 hours
Training: 2025-12-12 06:00:59,827-Speed 1103.00 samples/sec   Loss 2.7153 target_logit_mean 0.0296 lma 0.6700  cos_theta_tmp 0.7639 geom_penalty 0.0298 geom_weighted 0.0298 Epoch: 5   Global Step: 80250   Required: 31 hours
Training: 2025-12-12 06:01:17,218-Speed 1104.12 samples/sec   Loss 2.6861 target_logit_mean 0.0258 lma 0.6688  cos_theta_tmp 0.7561 geom_penalty 0.0289 geom_weighted 0.0289 Epoch: 5   Global Step: 80300   Required: 31 hours
Training: 2025-12-12 06:01:34,624-Speed 1103.07 samples/sec   Loss 2.6885 target_logit_mean 0.0381 lma 0.6907  cos_theta_tmp 0.7609 geom_penalty 0.0370 geom_weighted 0.0370 Epoch: 5   Global Step: 80350   Required: 31 hours
Training: 2025-12-12 06:01:52,018-Speed 1103.90 samples/sec   Loss 2.6949 target_logit_mean 0.0372 lma 0.6821  cos_theta_tmp 0.7569 geom_penalty 0.0389 geom_weighted 0.0389 Epoch: 5   Global Step: 80400   Required: 31 hours
Training: 2025-12-12 06:02:09,425-Speed 1103.04 samples/sec   Loss 2.7071 target_logit_mean 0.0344 lma 0.6761  cos_theta_tmp 0.7625 geom_penalty 0.0332 geom_weighted 0.0332 Epoch: 5   Global Step: 80450   Required: 31 hours
Training: 2025-12-12 06:02:26,819-Speed 1103.87 samples/sec   Loss 2.7313 target_logit_mean 0.0308 lma 0.6782  cos_theta_tmp 0.7582 geom_penalty 0.0305 geom_weighted 0.0305 Epoch: 5   Global Step: 80500   Required: 31 hours
Training: 2025-12-12 06:02:44,221-Speed 1103.41 samples/sec   Loss 2.6935 target_logit_mean 0.0323 lma 0.6750  cos_theta_tmp 0.7532 geom_penalty 0.0343 geom_weighted 0.0343 Epoch: 5   Global Step: 80550   Required: 31 hours
Training: 2025-12-12 06:03:01,624-Speed 1103.29 samples/sec   Loss 2.7245 target_logit_mean 0.0352 lma 0.6866  cos_theta_tmp 0.7613 geom_penalty 0.0321 geom_weighted 0.0321 Epoch: 5   Global Step: 80600   Required: 31 hours
Training: 2025-12-12 06:03:19,014-Speed 1104.11 samples/sec   Loss 2.6621 target_logit_mean 0.0363 lma 0.6751  cos_theta_tmp 0.7638 geom_penalty 0.0370 geom_weighted 0.0370 Epoch: 5   Global Step: 80650   Required: 31 hours
Training: 2025-12-12 06:03:36,416-Speed 1103.39 samples/sec   Loss 2.7838 target_logit_mean 0.0449 lma 0.6825  cos_theta_tmp 0.7538 geom_penalty 0.0463 geom_weighted 0.0463 Epoch: 5   Global Step: 80700   Required: 31 hours
Training: 2025-12-12 06:03:53,808-Speed 1104.04 samples/sec   Loss 2.7281 target_logit_mean 0.0355 lma 0.6873  cos_theta_tmp 0.7602 geom_penalty 0.0358 geom_weighted 0.0358 Epoch: 5   Global Step: 80750   Required: 31 hours
Training: 2025-12-12 06:04:11,214-Speed 1103.08 samples/sec   Loss 2.7185 target_logit_mean 0.0396 lma 0.6846  cos_theta_tmp 0.7652 geom_penalty 0.0369 geom_weighted 0.0369 Epoch: 5   Global Step: 80800   Required: 31 hours
Training: 2025-12-12 06:04:28,619-Speed 1103.17 samples/sec   Loss 2.7650 target_logit_mean 0.0299 lma 0.6749  cos_theta_tmp 0.7555 geom_penalty 0.0296 geom_weighted 0.0296 Epoch: 5   Global Step: 80850   Required: 31 hours
Training: 2025-12-12 06:04:46,007-Speed 1104.31 samples/sec   Loss 2.7137 target_logit_mean 0.0245 lma 0.6776  cos_theta_tmp 0.7649 geom_penalty 0.0234 geom_weighted 0.0234 Epoch: 5   Global Step: 80900   Required: 31 hours
Training: 2025-12-12 06:05:03,412-Speed 1103.13 samples/sec   Loss 2.7021 target_logit_mean 0.0367 lma 0.6873  cos_theta_tmp 0.7624 geom_penalty 0.0397 geom_weighted 0.0397 Epoch: 5   Global Step: 80950   Required: 31 hours
Training: 2025-12-12 06:05:20,808-Speed 1103.75 samples/sec   Loss 2.6786 target_logit_mean 0.0444 lma 0.6838  cos_theta_tmp 0.7566 geom_penalty 0.0438 geom_weighted 0.0438 Epoch: 5   Global Step: 81000   Required: 31 hours
Training: 2025-12-12 06:05:38,211-Speed 1103.32 samples/sec   Loss 2.6548 target_logit_mean 0.0347 lma 0.6829  cos_theta_tmp 0.7613 geom_penalty 0.0334 geom_weighted 0.0334 Epoch: 5   Global Step: 81050   Required: 31 hours
Training: 2025-12-12 06:05:55,608-Speed 1103.72 samples/sec   Loss 2.7327 target_logit_mean 0.0369 lma 0.6946  cos_theta_tmp 0.7646 geom_penalty 0.0373 geom_weighted 0.0373 Epoch: 5   Global Step: 81100   Required: 31 hours
Training: 2025-12-12 06:06:13,014-Speed 1103.10 samples/sec   Loss 2.7111 target_logit_mean 0.0316 lma 0.6817  cos_theta_tmp 0.7585 geom_penalty 0.0338 geom_weighted 0.0338 Epoch: 5   Global Step: 81150   Required: 31 hours
Training: 2025-12-12 06:06:30,415-Speed 1103.45 samples/sec   Loss 2.6577 target_logit_mean 0.0251 lma 0.6777  cos_theta_tmp 0.7570 geom_penalty 0.0285 geom_weighted 0.0285 Epoch: 5   Global Step: 81200   Required: 31 hours
Training: 2025-12-12 06:06:47,810-Speed 1103.80 samples/sec   Loss 2.6270 target_logit_mean 0.0348 lma 0.6898  cos_theta_tmp 0.7624 geom_penalty 0.0351 geom_weighted 0.0351 Epoch: 5   Global Step: 81250   Required: 31 hours
Training: 2025-12-12 06:07:05,215-Speed 1103.20 samples/sec   Loss 2.6990 target_logit_mean 0.0306 lma 0.6809  cos_theta_tmp 0.7610 geom_penalty 0.0303 geom_weighted 0.0303 Epoch: 5   Global Step: 81300   Required: 31 hours
Training: 2025-12-12 06:07:22,609-Speed 1103.85 samples/sec   Loss 2.7070 target_logit_mean 0.0298 lma 0.6875  cos_theta_tmp 0.7625 geom_penalty 0.0300 geom_weighted 0.0300 Epoch: 5   Global Step: 81350   Required: 31 hours
Training: 2025-12-12 06:07:40,018-Speed 1102.95 samples/sec   Loss 2.7222 target_logit_mean 0.0379 lma 0.6859  cos_theta_tmp 0.7569 geom_penalty 0.0402 geom_weighted 0.0402 Epoch: 5   Global Step: 81400   Required: 31 hours
Training: 2025-12-12 06:07:57,409-Speed 1104.08 samples/sec   Loss 2.7228 target_logit_mean 0.0352 lma 0.6889  cos_theta_tmp 0.7663 geom_penalty 0.0337 geom_weighted 0.0337 Epoch: 5   Global Step: 81450   Required: 31 hours
Training: 2025-12-12 06:08:14,815-Speed 1103.11 samples/sec   Loss 2.6682 target_logit_mean 0.0373 lma 0.6897  cos_theta_tmp 0.7594 geom_penalty 0.0383 geom_weighted 0.0383 Epoch: 5   Global Step: 81500   Required: 31 hours
